action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19083688,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '18.41', 'le': '0.38', 'lle': '2.75', 'sei': '12.85'}",CHEMBL4546577,,CHEMBL4546577,7.00,0,http://www.openphacts.org/units/Nanomolar,3183779,=,1,1,=,,IC50,nM,,100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.1
,,19083689,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3Br)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.19', 'le': '0.40', 'lle': '2.94', 'sei': '13.41'}",CHEMBL4534539,,CHEMBL4534539,7.30,0,http://www.openphacts.org/units/Nanomolar,3183780,=,1,1,=,,IC50,nM,,50.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.05
,,19083690,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3SC)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.33', 'le': '0.32', 'lle': '1.69', 'sei': '11.03'}",CHEMBL4457755,,CHEMBL4457755,6.01,0,http://www.openphacts.org/units/Nanomolar,3183781,=,1,1,=,,IC50,nM,,980.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.98
,,19083691,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3OC)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.18', 'le': '0.34', 'lle': '2.85', 'sei': '10.14'}",CHEMBL4525068,,CHEMBL4525068,6.46,0,http://www.openphacts.org/units/Nanomolar,3183782,=,1,1,=,,IC50,nM,,350.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.35
,,19083692,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3C(F)(F)F)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.43', 'le': '0.31', 'lle': '1.77', 'sei': '11.73'}",CHEMBL4594202,,CHEMBL4594202,6.39,0,http://www.openphacts.org/units/Nanomolar,3183783,=,1,1,=,,IC50,nM,,410.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.41
,,19083693,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1cccnc1N1CCC(C(=O)Nc2ccc(OC)c(Cl)c2)CC1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '16.26', 'le': '0.32', 'lle': '1.92', 'sei': '11.17'}",CHEMBL4562750,,CHEMBL4562750,6.08,0,http://www.openphacts.org/units/Nanomolar,3183784,=,1,1,=,,IC50,nM,,830.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.83
,,19083694,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3S(C)(=O)=O)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '12.31', 'le': '0.25', 'lle': '2.22', 'sei': '5.89'}",CHEMBL4475053,,CHEMBL4475053,5.22,0,http://www.openphacts.org/units/Nanomolar,3183785,=,1,1,=,,IC50,nM,,6030.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,6.03
,,19083695,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ccccn3)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.82', 'le': '0.31', 'lle': '1.87', 'sei': '10.04'}",CHEMBL4459148,,CHEMBL4459148,5.47,0,http://www.openphacts.org/units/Nanomolar,3183786,=,1,1,=,,IC50,nM,,3390.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,3.39
,,19083696,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3nc(C)ccc3Cl)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.88', 'le': '0.33', 'lle': '1.70', 'sei': '11.49'}",CHEMBL4442542,,CHEMBL4442542,6.26,0,http://www.openphacts.org/units/Nanomolar,3183787,=,1,1,=,,IC50,nM,,550.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.55
,,19083697,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3nccc(C)c3C)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '12.70', 'le': '0.25', 'lle': '0.53', 'sei': '8.72'}",CHEMBL4434699,,CHEMBL4434699,4.75,0,http://www.openphacts.org/units/Nanomolar,3183788,=,1,1,=,,IC50,nM,,17800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,17.8
,,19083698,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3Oc3cccnc3)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '12.23', 'le': '0.24', 'lle': '0.58', 'sei': '7.01'}",CHEMBL4566269,,CHEMBL4566269,5.37,0,http://www.openphacts.org/units/Nanomolar,3183789,=,1,1,=,,IC50,nM,,4270.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,4.27
,,19083699,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3-c3cnn(C)c3)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '11.43', 'le': '0.22', 'lle': '0.87', 'sei': '6.74'}",CHEMBL4514407,,CHEMBL4514407,4.87,0,http://www.openphacts.org/units/Nanomolar,3183790,=,1,1,=,,IC50,nM,,13500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,13.5
,,19083700,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ccccc3Cl)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.50', 'le': '0.36', 'lle': '1.78', 'sei': '15.97'}",CHEMBL4541376,,CHEMBL4541376,6.64,0,http://www.openphacts.org/units/Nanomolar,3183791,=,1,1,=,,IC50,nM,,230.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.23
,,19083701,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3C)C(C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '19.53', 'le': '0.38', 'lle': '3.00', 'sei': '13.41'}",CHEMBL4551225,,CHEMBL4551225,7.30,0,http://www.openphacts.org/units/Nanomolar,3183792,=,1,1,=,,IC50,nM,,50.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.05
,,19083702,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3Br)C(C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '16.64', 'le': '0.38', 'lle': '2.55', 'sei': '13.41'}",CHEMBL4556101,,CHEMBL4556101,7.30,0,http://www.openphacts.org/units/Nanomolar,3183793,=,1,1,=,,IC50,nM,,50.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.05
,,19083703,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2CCN(c3ncccc3C)CC2C)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.76', 'le': '0.35', 'lle': '2.49', 'sei': '12.19'}",CHEMBL4556123,,CHEMBL4556123,6.64,0,http://www.openphacts.org/units/Nanomolar,3183794,=,1,1,=,,IC50,nM,,230.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.23
,,19083704,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@H]1C[C@H](C(=O)Nc2ccc(OC)c(Cl)c2)CCN1c1ncccc1C,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '16.85', 'le': '0.33', 'lle': '1.85', 'sei': '12.00'}",CHEMBL4476038,,CHEMBL4476038,6.54,0,http://www.openphacts.org/units/Nanomolar,3183795,=,1,1,=,,IC50,nM,,290.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.29
,,19083705,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)C2(C)CCN(c3ncccc3C)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,,CHEMBL4438687,,CHEMBL4438687,,0,http://www.openphacts.org/units/Nanomolar,3183796,>,1,1,>,,IC50,nM,,30000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,30.0
,,19083706,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(N2CCC3(CCN(c4ncccc4C)CC3)C2=O)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '12.83', 'le': '0.25', 'lle': '0.87', 'sei': '10.84'}",CHEMBL4536412,,CHEMBL4536412,4.95,0,http://www.openphacts.org/units/Nanomolar,3183797,=,1,1,=,,IC50,nM,,11200.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,11.2
,,19083707,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(OC(F)(F)F)c(Cl)c1)C1CCN(c2ncccc2Cl)CC1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '13.26', 'le': '0.28', 'lle': '0.62', 'sei': '10.58'}",CHEMBL4458952,,CHEMBL4458952,5.76,0,http://www.openphacts.org/units/Nanomolar,3183798,=,1,1,=,,IC50,nM,,1740.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.74
,,19083708,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(Cl)c2occc2c1)C1CCN(c2ncccc2Cl)CC1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.94', 'le': '0.37', 'lle': '2.01', 'sei': '11.99'}",CHEMBL4471046,,CHEMBL4471046,7.00,0,http://www.openphacts.org/units/Nanomolar,3183799,=,1,1,=,,IC50,nM,,100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.1
,,19083709,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ncc(NC(=O)C2CCN(c3ncccc3Br)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '17.67', 'le': '0.41', 'lle': '3.76', 'sei': '11.17'}",CHEMBL4443047,,CHEMBL4443047,7.52,0,http://www.openphacts.org/units/Nanomolar,3183800,=,1,1,=,,IC50,nM,,30.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.03
,,19083710,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cnc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '18.06', 'le': '0.38', 'lle': '3.24', 'sei': '10.22'}",CHEMBL4460951,,CHEMBL4460951,6.89,0,http://www.openphacts.org/units/Nanomolar,3183801,=,1,1,=,,IC50,nM,,130.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.13
,,19083711,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cnc(OC2CC2)c(Cl)c1)C1CCN(c2ncccc2Cl)CC1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '18.16', 'le': '0.37', 'lle': '3.22', 'sei': '10.98'}",CHEMBL4470809,,CHEMBL4470809,7.40,0,http://www.openphacts.org/units/Nanomolar,3183802,=,1,1,=,,IC50,nM,,40.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.04
,,19083712,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cnc(Oc2cccnc2)c(Cl)c1)C1CCN(c2ncccc2Cl)CC1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.50', 'le': '0.31', 'lle': '2.06', 'sei': '8.58'}",CHEMBL4565085,,CHEMBL4565085,6.89,0,http://www.openphacts.org/units/Nanomolar,3183803,=,1,1,=,,IC50,nM,,130.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.13
,,19083713,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1COc2c(Cl)cc(NC(=O)C3CCN(c4ncccc4Cl)CC3)cc2N1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '18.28', 'le': '0.38', 'lle': '4.13', 'sei': '9.21'}",CHEMBL4559304,,CHEMBL4559304,7.70,0,http://www.openphacts.org/units/Nanomolar,3183804,=,1,1,=,,IC50,nM,,20.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.02
,,19083714,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ncc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.78', 'le': '0.33', 'lle': '2.32', 'sei': '8.55'}",CHEMBL4471723,,CHEMBL4471723,6.00,0,http://www.openphacts.org/units/Nanomolar,3183805,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.0
,,19083715,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1COc2ccc(NC(=O)C3CCN(c4ncccc4Cl)CC3)cc2N1,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '16.20', 'le': '0.32', 'lle': '3.35', 'sei': '7.50'}",CHEMBL4537193,,CHEMBL4537193,6.27,0,http://www.openphacts.org/units/Nanomolar,3183806,=,1,1,=,,IC50,nM,,540.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.54
,,19083716,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)[C@@H]2CCN(c3ncccc3Br)[C@H](C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '18.23', 'le': '0.42', 'lle': '3.25', 'sei': '14.69'}",CHEMBL4591083,,CHEMBL4591083,8.00,0,http://www.openphacts.org/units/Nanomolar,3183807,=,1,1,=,,IC50,nM,,10.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.01
,,19083717,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)[C@H]2CCN(c3ncccc3Br)[C@H](C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.37', 'le': '0.35', 'lle': '1.99', 'sei': '12.38'}",CHEMBL4550900,,CHEMBL4550900,6.75,0,http://www.openphacts.org/units/Nanomolar,3183808,=,1,1,=,,IC50,nM,,180.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.18
,,19083718,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)[C@@H]2CCN(c3ncccc3Br)[C@@H](C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '15.55', 'le': '0.36', 'lle': '2.07', 'sei': '12.53'}",CHEMBL4437710,,CHEMBL4437710,6.82,0,http://www.openphacts.org/units/Nanomolar,3183809,=,1,1,=,,IC50,nM,,150.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.15
,,19083719,[],CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)[C@H]2CCN(c3ncccc3Br)[C@@H](C)C2)cc1Cl,,,CHEMBL4359932,Bioorg Med Chem Lett,2019,"{'bei': '10.85', 'le': '0.25', 'lle': '0.01', 'sei': '8.74'}",CHEMBL4453860,,CHEMBL4453860,4.76,0,http://www.openphacts.org/units/Nanomolar,3183810,=,1,1,=,,IC50,nM,,17400.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,17.4
